ENG_DF_000354_20160220_G00A04O3N.xml	1839	1976
ENG_DF_001471_20050614_G00A0FCSK.xml	456	782
ENG_DF_001471_20050614_G00A0FCSK.xml	3245	3437
ENG_DF_001471_20050614_G00A0FCSK.xml	3790	3931
ENG_DF_001471_20050614_G00A0FCSK.xml	4769	4943
ENG_DF_001471_20050614_G00A0FCSK.xml	5105	5280
ENG_DF_001471_20050614_G00A0FCSK.xml	5547	5975
ENG_DF_001471_20050703_G00A0FCXB.xml	1318	2060
ENG_DF_001471_20050703_G00A0FCXB.xml	3543	3731
ENG_DF_001471_20060203_G00A0275Q.xml	2365	2535
ENG_DF_001471_20060203_G00A0275Q.xml	3886	4261
ENG_DF_001471_20060426_G00A0FF0Z.xml	2761	3237
ENG_DF_001471_20060426_G00A0FF0Z.xml	4670	5047
ENG_DF_001471_20060626_G00A0FF5Z.xml	1079	1228
ENG_DF_001471_20060626_G00A0FF5Z.xml	2707	2811
ENG_DF_001471_20060626_G00A0FF5Z.xml	3272	3450
ENG_DF_001471_20060626_G00A0FF5Z.xml	4259	4479
ENG_DF_001471_20080815_G00A0FHFP.xml	2535	2692
ENG_DF_001471_20080815_G00A0FHFP.xml	3114	3237
ENG_DF_001471_20080815_G00A0FHFP.xml	3643	3816
ENG_DF_001471_20080815_G00A0FHFP.xml	4274	4440
ENG_DF_001471_20080815_G00A0FHFP.xml	4620	4743
ENG_DF_001471_20080815_G00A0FHFP.xml	4855	5120
ENG_DF_001471_20080815_G00A0FHFP.xml	5332	5489
ENG_DF_001471_20080815_G00A0FHFP.xml	5653	5772
ENG_DF_001471_20080815_G00A0FHFP.xml	5967	6196
ENG_DF_001471_20080815_G00A0FHFP.xml	6763	6847
ENG_DF_001471_20080815_G00A0FHFP.xml	7035	7119
ENG_DF_001471_20080815_G00A0FHFP.xml	7199	7334
ENG_DF_001471_20081229_G00A0FHRN.xml	1024	1122
ENG_DF_001471_20081229_G00A0FHRN.xml	3459	4044
ENG_DF_001471_20100604_G00A0FJ1P.xml	897	1009
ENG_DF_001471_20100604_G00A0FJ1P.xml	1219	1331
ENG_DF_001471_20100604_G00A0FJ1P.xml	1426	1596
ENG_DF_001471_20100604_G00A0FJ1P.xml	2892	3200
ENG_DF_001471_20111104_G00A0FKEO.xml	822	1024
ENG_DF_001471_20111104_G00A0FKEO.xml	1136	1215
ENG_DF_001471_20111104_G00A0FKEO.xml	2564	2848
ENG_DF_001471_20111104_G00A0FKEO.xml	3340	3501
ENG_DF_001471_20120427_G00A0FL0L.xml	661	771
ENG_DF_001471_20120427_G00A0FL0L.xml	3841	4312
ENG_DF_001471_20120921_G00A01SGT.xml	2854	2966
ENG_DF_001471_20120921_G00A01SGT.xml	3587	3779
ENG_DF_001471_20120921_G00A01SGT.xml	4544	4905
ENG_DF_001471_20120923_G00A01ATM.xml	318	1908
ENG_DF_001471_20121017_G00A0FLWN.xml	1969	2357
ENG_DF_001471_20121017_G00A0FLWN.xml	3076	3182
ENG_DF_001471_20121017_G00A0FLWN.xml	3366	4286
ENG_DF_001471_20121217_G00A02LVB.xml	239	1804
ENG_DF_001471_20121217_G00A02LVB.xml	3799	4241
ENG_DF_001471_20121217_G00A02LVB.xml	4438	4880
ENG_DF_001471_20130411_G00A0FN18.xml	4492	4983
ENG_DF_001471_20130418_G00A0FN2I.xml	942	1072
ENG_DF_001471_20130418_G00A0FN2I.xml	1423	1576
ENG_DF_001471_20130418_G00A0FN2I.xml	2173	2404
ENG_DF_001471_20130418_G00A0FN2I.xml	3112	3230
ENG_DF_001471_20130418_G00A0FN2I.xml	3415	3562
ENG_DF_001471_20130418_G00A0FN2I.xml	3713	3860
ENG_DF_001471_20130418_G00A0FN2I.xml	4034	4181
ENG_DF_001471_20130418_G00A0FN2I.xml	4301	4448
ENG_DF_001471_20130418_G00A0FN2I.xml	4772	5021
ENG_DF_001471_20130418_G00A0FN2I.xml	5923	6073
ENG_DF_001471_20130521_G00A0FN99.xml	2345	2915
ENG_DF_001471_20130521_G00A0FN99.xml	3303	3548
ENG_DF_001471_20130626_G00A0FNIS.xml	2816	2899
ENG_DF_001471_20130626_G00A0FNIS.xml	4687	4957
ENG_DF_001471_20130729_G00A01RYW.xml	3417	3632
ENG_DF_001471_20130729_G00A01RYW.xml	3750	3967
ENG_DF_001471_20130729_G00A01RYW.xml	5072	5206
ENG_DF_001471_20131205_G00A0FP3R.xml	920	1190
ENG_DF_001471_20131205_G00A0FP3R.xml	1494	1760
ENG_DF_001471_20131205_G00A0FP3R.xml	3859	4110
ENG_DF_001471_20131205_G00A0FP3R.xml	4353	4515
ENG_DF_001471_20140116_G00A0FPGW.xml	786	1171
ENG_DF_001471_20140116_G00A0FPGW.xml	3318	3546
ENG_DF_001471_20140116_G00A0FPGW.xml	4111	4174
ENG_DF_001471_20140116_G00A0FPGW.xml	4379	4532
ENG_DF_001471_20140116_G00A0FPGW.xml	4937	5124
ENG_DF_001471_20140116_G00A0FPGW.xml	5381	5568
ENG_DF_001471_20141216_G00A02X0G.xml	795	954
ENG_DF_001471_20141216_G00A02X0G.xml	1093	1197
ENG_DF_001471_20141216_G00A02X0G.xml	1377	1536
ENG_DF_001471_20141216_G00A02X0G.xml	2027	2297
ENG_DF_001471_20141216_G00A02X0G.xml	2741	2885
ENG_DF_001471_20141216_G00A02X0G.xml	3367	3518
ENG_DF_001471_20141216_G00A02X0G.xml	3677	3828
ENG_DF_001471_20151217_G00A0G3AL.xml	1238	1720
ENG_DF_001471_20151217_G00A0G3AL.xml	1861	2370
ENG_DF_001471_20151217_G00A0G3AL.xml	2498	2588
ENG_DF_001471_20151217_G00A0G3AL.xml	2905	3080
ENG_DF_001471_20151217_G00A0G3AL.xml	3221	3330
ENG_DF_001471_20151217_G00A0G3AL.xml	3948	4053
ENG_DF_001471_20151217_G00A0G3AL.xml	5048	5236
ENG_DF_001471_20151217_G00A0G3AL.xml	5382	5489
ENG_DF_001471_20160105_G00A0G3W2.xml	393	1163
ENG_DF_001471_20160105_G00A0G3W2.xml	1453	1992
ENG_DF_001471_20160105_G00A0G3W2.xml	2915	3118
ENG_DF_001471_20160105_G00A0G3W2.xml	4396	4876
ENG_DF_001471_20160107_G00A02XWT.xml	325	1179
ENG_DF_001471_20160304_G00A0G63S.xml	519	633
ENG_DF_001471_20160304_G00A0G63S.xml	784	898
ENG_DF_001471_20160304_G00A0G63S.xml	1277	1390
ENG_DF_001471_20160304_G00A0G63S.xml	2737	2904
ENG_DF_001471_20160304_G00A0G63S.xml	3595	3906
ENG_DF_001471_20160304_G00A0G63S.xml	4142	4453
ENG_DF_001471_20160304_G00A0G63S.xml	4456	4629
ENG_DF_001471_20160304_G00A0G63S.xml	4727	4852
ENG_DF_001471_20160304_G00A0G63S.xml	4998	5309
ENG_DF_001471_20160304_G00A0G63S.xml	5422	5733
ENG_DF_001471_20160304_G00A0G63S.xml	5903	6028
ENG_DF_001471_20160304_G00A0G63S.xml	6458	6857
ENG_DF_001471_20160304_G00A0G63S.xml	7177	7452
ENG_DF_001471_20160304_G00A0G63S.xml	7743	8003
ENG_DF_001471_20160311_G00A0G6CH.xml	1210	1299
ENG_DF_001471_20160311_G00A0G6CH.xml	1933	2052
ENG_DF_001471_20160311_G00A0G6CH.xml	2282	2409
ENG_DF_001471_20160311_G00A0G6CH.xml	2594	2721
ENG_DF_001471_20160311_G00A0G6CH.xml	2850	2977
ENG_DF_001471_20160311_G00A0G6CH.xml	3237	3427
ENG_DF_001471_20160311_G00A0G6CH.xml	3596	3694
ENG_DF_001471_20160311_G00A0G6CH.xml	3892	4046
ENG_DF_001471_20160311_G00A0G6CH.xml	4188	4320
ENG_DF_001471_20160311_G00A0G6CH.xml	4555	4756
ENG_DF_001471_20160311_G00A0G6CH.xml	4894	4996
ENG_DF_001471_20160311_G00A0G6CH.xml	5863	5955
ENG_DF_001471_20160311_G00A0G6CH.xml	6054	6190
ENG_DF_001471_20160311_G00A0G6CH.xml	6374	6479
ENG_DF_001471_20160311_G00A0G6CH.xml	6843	7133
ENG_DF_001471_20160312_G00A02XHO.xml	1755	2484
ENG_DF_001471_20160312_G00A02XHO.xml	2604	2693
ENG_DF_001471_20160312_G00A02XHO.xml	2989	3239
ENG_DF_001471_20160312_G00A02XHO.xml	4775	5265
ENG_DF_001471_20160312_G00A02XHO.xml	5490	5683
ENG_DF_001471_20160314_G00A0G6F8.xml	2240	2552
ENG_DF_001471_20160319_G00A0G6M9.xml	403	692
ENG_DF_001471_20160319_G00A0G6M9.xml	1217	1418
ENG_DF_001471_20160319_G00A0G6M9.xml	1613	1856
ENG_DF_001471_20160319_G00A0G6M9.xml	2031	2169
ENG_DF_001471_20160319_G00A0G6M9.xml	2544	2676
ENG_DF_001471_20160319_G00A0G6M9.xml	2773	2832
ENG_DF_001471_20160319_G00A0G6M9.xml	3059	3191
ENG_DF_001471_20160319_G00A0G6M9.xml	3854	3959
ENG_DF_001471_20160319_G00A0G6M9.xml	4350	4551
ENG_DF_001471_20160319_G00A0G6M9.xml	4758	4930
ENG_DF_001471_20160319_G00A0G6M9.xml	5200	5433
ENG_DF_001471_20160319_G00A0G6M9.xml	5542	5775
ENG_DF_001471_20160330_G00A0G78U.xml	1854	1894
ENG_DF_001471_20160330_G00A0G78U.xml	3207	3382
ENG_DF_001471_20160330_G00A0G78U.xml	3676	3900
ENG_DF_001471_20160330_G00A0G78U.xml	4109	4282
ENG_DF_001471_20160330_G00A0G78U.xml	4489	4626
ENG_DF_001471_20160330_G00A0G78U.xml	4996	5328
ENG_DF_001503_20070325_G00A0G9BE.xml	744	915
ENG_DF_001503_20070325_G00A0G9BE.xml	1259	1480
ENG_DF_001503_20070325_G00A0G9BE.xml	1637	1759
ENG_DF_001503_20070325_G00A0G9BE.xml	2911	4028
ENG_DF_001503_20070325_G00A0G9BE.xml	4807	4976
ENG_DF_001503_20090119_G00A0GAUG.xml	417	651
ENG_DF_001503_20090119_G00A0GAUG.xml	942	1193
ENG_DF_001503_20090119_G00A0GAUG.xml	1325	1576
ENG_DF_001503_20090119_G00A0GAUG.xml	1764	1922
ENG_DF_001503_20090119_G00A0GAUG.xml	2179	2413
ENG_DF_001503_20090119_G00A0GAUG.xml	2801	3020
ENG_DF_001503_20090119_G00A0GAUG.xml	3334	3509
ENG_DF_001503_20090119_G00A0GAUG.xml	3683	3819
ENG_DF_001503_20090119_G00A0GAUG.xml	4017	4153
ENG_DF_001503_20090119_G00A0GAUG.xml	4264	4346
ENG_DF_001503_20090119_G00A0GAUG.xml	4444	4497
ENG_DF_001503_20090119_G00A0GAUG.xml	4821	5116
ENG_DF_001503_20090119_G00A0GAUG.xml	5322	5608
ENG_DF_001503_20090218_G00A0GAXK.xml	396	609
ENG_DF_001503_20090218_G00A0GAXK.xml	876	1102
ENG_DF_001503_20090218_G00A0GAXK.xml	1627	1879
ENG_DF_001503_20090218_G00A0GAXK.xml	2095	2347
ENG_DF_001503_20090218_G00A0GAXK.xml	2923	3103
ENG_DF_001503_20090218_G00A0GAXK.xml	3213	3278
ENG_DF_001503_20090218_G00A0GAXK.xml	3420	3537
ENG_DF_001503_20090218_G00A0GAXK.xml	3714	3927
ENG_DF_001503_20090218_G00A0GAXK.xml	4174	4310
ENG_DF_001503_20090218_G00A0GAXK.xml	4506	4664
ENG_DF_001503_20090218_G00A0GAXK.xml	4768	4890
ENG_DF_001503_20090218_G00A0GAXK.xml	5007	5081
ENG_DF_001503_20090218_G00A0GAXK.xml	5228	5337
ENG_DF_001503_20090218_G00A0GAXK.xml	5473	5573
ENG_DF_001503_20090218_G00A0GAXK.xml	6195	6489
ENG_DF_001503_20090218_G00A0GAXK.xml	6795	6968
ENG_DF_001503_20100301_G00A0GBOO.xml	1657	2000
ENG_DF_001503_20100301_G00A0GBOO.xml	2604	3000
ENG_DF_001503_20100301_G00A0GBOO.xml	3125	3218
ENG_DF_001503_20100301_G00A0GBOO.xml	3500	3903
ENG_DF_001503_20100301_G00A0GBOO.xml	4342	4736
ENG_DF_001503_20100301_G00A0GBOO.xml	5390	5784
ENG_DF_001503_20101030_G00A09VCO.xml	1207	1409
ENG_DF_001503_20101030_G00A09VCO.xml	1589	1693
ENG_DF_001503_20101030_G00A09VCO.xml	1945	2050
ENG_DF_001503_20101030_G00A09VCO.xml	2247	2371
ENG_DF_001503_20101030_G00A09VCO.xml	2762	2839
ENG_DF_001503_20101030_G00A09VCO.xml	2963	3050
ENG_DF_001503_20101030_G00A09VCO.xml	3355	3409
ENG_DF_001503_20101030_G00A09VCO.xml	3515	3575
ENG_DF_001503_20101030_G00A09VCO.xml	3660	3717
ENG_DF_001503_20101030_G00A09VCO.xml	3866	3969
ENG_DF_001503_20101030_G00A09VCO.xml	4082	4167
ENG_DF_001503_20101030_G00A09VCO.xml	4349	4492
ENG_DF_001503_20101030_G00A09VCO.xml	4577	4627
ENG_DF_001503_20101030_G00A09VCO.xml	4757	4900
ENG_DF_001503_20101030_G00A09VCO.xml	4985	5042
ENG_DF_001503_20101030_G00A09VCO.xml	5180	5272
ENG_DF_001503_20101030_G00A09VCO.xml	5373	5446
ENG_DF_001503_20101030_G00A09VCO.xml	5605	5718
ENG_DF_001503_20101030_G00A09VCO.xml	5878	6011
ENG_DF_001503_20101030_G00A09VCO.xml	6108	6158
ENG_DF_001503_20101030_G00A09VCO.xml	6427	6560
ENG_DF_001503_20101030_G00A09VCO.xml	6723	6840
ENG_DF_001503_20101030_G00A09VCO.xml	6969	7073
